# This file is for BSW 3 & Real Space Ship Scale;;;;;;;;;;;;;;;;;;;;;;;                                                    
key;cost;power;min_damage;max_damage;hull_damage;shield_damage;shield_penetration;armor_damage;armor_penetration;min_windup;max_windup;cooldown;range;accuracy;tracking;missile_speed;missile_evasion;missile_shield;missile_armor;missile_health;missile_retarget_range;end;                                                    
SMALL_CRYSTAL_SHIP_BLUE_LIGHTNING;0;0;10;30;1.5;1;0;1;0;2;18;35;8;0.75;0.5;0;0;0;0;0;0;;                                                    
MEDIUM_CRYSTAL_SHIP_BLUE_LIGHTNING;0;0;25;75;1.5;1;0;1;0;2;18;35;11;0.75;0.3;0;0;0;0;0;0;;                                                    
LARGE_CRYSTAL_SHIP_BLUE_LIGHTNING;0;0;60;180;1.5;1;0;1;0;2;18;35;15;0.75;0.05;0;0;0;0;0;0;;                                                    
SMALL_CRYSTAL_SHIP_GREEN_LIGHTNING;0;0;10;30;1.5;1;0;1;0;2;18;35;8;0.75;0.5;0;0;0;0;0;0;;                                                    
MEDIUM_CRYSTAL_SHIP_GREEN_LIGHTNING;0;0;25;75;1.5;1;0;1;0;2;18;35;11;0.75;0.3;0;0;0;0;0;0;;                                                    
LARGE_CRYSTAL_SHIP_GREEN_LIGHTNING;0;0;60;180;1.5;1;0;1;0;2;18;35;15;0.75;0.05;0;0;0;0;0;0;;                                                    
SMALL_CRYSTAL_SHIP_YELLOW_LIGHTNING;0;0;10;30;1.5;1;0;1;0;2;18;35;8;0.75;0.5;0;0;0;0;0;0;;                                                    
MEDIUM_CRYSTAL_SHIP_YELLOW_LIGHTNING;0;0;25;75;1.5;1;0;1;0;2;18;35;11;0.75;0.3;0;0;0;0;0;0;;                                                    
LARGE_CRYSTAL_SHIP_YELLOW_LIGHTNING;0;0;60;180;1.5;1;0;1;0;2;18;35;15;0.75;0.05;0;0;0;0;0;0;;                                                    
SMALL_CRYSTAL_SHIP_RED_LIGHTNING;0;0;10;30;1.5;1;0;1;0;2;18;35;8;0.75;0.5;0;0;0;0;0;0;;                                                    
MEDIUM_CRYSTAL_SHIP_RED_LIGHTNING;0;0;25;75;1.5;1;0;1;0;2;18;35;11;0.75;0.3;0;0;0;0;0;0;;                                                    
LARGE_CRYSTAL_SHIP_RED_LIGHTNING;0;0;60;180;1.5;1;0;1;0;2;18;35;15;0.75;0.05;0;0;0;0;0;0;;                                                    
SMALL_CRYSTAL_SHIP_BLUE_ELITE_LIGHTNING;0;0;10;30;1.5;1;0;1;0;2;18;35;8;0.75;0.5;0;0;0;0;0;0;;                                                    
MEDIUM_CRYSTAL_SHIP_BLUE_ELITE_LIGHTNING;0;0;25;75;1.5;1;0;1;0;2;18;35;11;0.75;0.3;0;0;0;0;0;0;;                                                    
LARGE_CRYSTAL_SHIP_BLUE_ELITE_LIGHTNING;0;0;60;180;1.5;1;0;1;0;2;18;35;15;0.75;0.05;0;0;0;0;0;0;;                                                    
SMALL_CRYSTAL_SHIP_GREEN_ELITE_LIGHTNING;0;0;10;30;1.5;1;0;1;0;2;18;35;8;0.75;0.5;0;0;0;0;0;0;;                                                    
MEDIUM_CRYSTAL_SHIP_GREEN_ELITE_LIGHTNING;0;0;25;75;1.5;1;0;1;0;2;18;35;11;0.75;0.3;0;0;0;0;0;0;;                                                    
LARGE_CRYSTAL_SHIP_GREEN_ELITE_LIGHTNING;0;0;60;180;1.5;1;0;1;0;2;18;35;15;0.75;0.05;0;0;0;0;0;0;;                                                    
SMALL_CRYSTAL_SHIP_YELLOW_ELITE_LIGHTNING;0;0;10;30;1.5;1;0;1;0;2;18;35;8;0.75;0.5;0;0;0;0;0;0;;                                                    
MEDIUM_CRYSTAL_SHIP_YELLOW_ELITE_LIGHTNING;0;0;25;75;1.5;1;0;1;0;2;18;35;11;0.75;0.3;0;0;0;0;0;0;;                                                    
LARGE_CRYSTAL_SHIP_YELLOW_ELITE_LIGHTNING;0;0;60;180;1.5;1;0;1;0;2;18;35;15;0.75;0.05;0;0;0;0;0;0;;                                                    
SMALL_CRYSTAL_SHIP_RED_ELITE_LIGHTNING;0;0;10;30;1.5;1;0;1;0;2;18;35;8;0.75;0.5;0;0;0;0;0;0;;                                                    
MEDIUM_CRYSTAL_SHIP_RED_ELITE_LIGHTNING;0;0;25;75;1.5;1;0;1;0;2;18;35;11;0.75;0.3;0;0;0;0;0;0;;                                                    
LARGE_CRYSTAL_SHIP_RED_ELITE_LIGHTNING;0;0;60;180;1.5;1;0;1;0;2;18;35;15;0.75;0.05;0;0;0;0;0;0;;                                                    
#;;;;;;;;;;;;;;;;;;;;;;;                                                    
# Misc Event Weapons;;;;;;;;;;;;;;;;;;;;;;;                                                    
# key;cost;power;min_dmg;max_dmg;hull_dmg;sld_dmg;sld_pnt;amr_dmg;amr_pnt;min_wu;max_wu;cdn;range;accuracy;tracking;msl_spd;msl_evasion;msl_sld;msl_amr;msl_health;msl_rtr;end;                                                    
TECHNO_WEAPON;0;0;500;1000;1;1.5;0;1;0;10;20;100;20;0.85;0;0;0;0;0;0;0;;                                                    
TECHNO_PD;0;0;15;20;1;1;0;1;0;1;1;5;2;0.8;0.5;0;0;0;0;0;0;;                                                    
SMALL_EVENT_UV_LASER;0;0;12;29;1;0.5;0;1.5;0;1;19;30;5;0.85;0.5;0;0;0;0;0;0;;                                                    
MEDIUM_EVENT_UV_LASER;0;0;30;73;1;0.5;0;1.5;0;1;19;30;9;0.85;0.3;0;0;0;0;0;0;;                                                    
STELLARITE_MISSILE;0;0;500;750;1;1;1;1.5;0;20;30;30;25;1;0.5;500;1;0;0;5;150;;# msl armor combined to health & looks too OP                                                    
STELLARITE_PLASMA;0;0;250;325;1;0.5;0;1;0;2;15;10;25;0.8;0.75;0;0;0;0;0;0;;                                                    
STELLARITE_BEAM;0;0;4948;12123;2;0.75;0;2;0;1;19;70;17;0.85;0;0;0;0;0;0;0;;                                                    
STELLARITE_LASER;0;0;10;12;1;0.5;0;2;0;1;1;10;2;0.8;0.5;0;0;0;0;0;0;;                                                    
DRAGON_WEAPON;0;0;4948;12123;2;0.75;0;2;0;30;45;180;25;0.85;0;0;0;0;0;0;0;;                                                    
DRAGON_SECONDARY_WEAPON;0;0;100;150;1;0.8;0;1;0;2;20;10;14;0.8;0.75;0;0;0;0;0;0;;                                                    
DRAGON_TERTIARY_WEAPON;0;0;10;12;1;0.8;0;1;0;1;1;10;2;0.8;0.5;0;0;0;0;0;0;;                                                    
DIMENSIONAL_HORROR_PRIMARY_WEAPON;0;0;500;5000;1;0.25;0;1;1;20;30;150;42;0.85;0;0;0;0;0;0;0;;                                                    
DIMENSIONAL_HORROR_LARGE_WEAPON;0;0;250;1000;1;0.25;0;1;1;2;20;16;42;0.8;0.75;0;0;0;0;0;0;;                                                    
DIMENSIONAL_HORROR_MEDIUM_WEAPON;0;0;100;400;1;0.25;0;1;1;2;18;15;42;0.8;0.5;0;0;0;0;0;0;;                                                    
DIMENSIONAL_HORROR_SMALL_WEAPON;0;0;50;200;1;0.25;0;1;1;2;16;14;42;0.8;0.25;0;0;0;0;0;0;;                                                    
DIMENSIONAL_HORROR_PD;0;0;10;50;1;1;0;1;0;1;1;15;42;0.8;0.5;0;0;0;0;0;0;;                                                    
WRAITH_RED_LASER;0;0;150;250;1;0.5;0;2;0;2;15;10;25;0.8;0.75;0;0;0;0;0;0;;                                                    
WRAITH_BLUE_LASER;0;0;150;250;1;0.5;0;2;0;2;15;10;25;0.8;0.75;0;0;0;0;0;0;;                                                    
WRAITH_YELLOW_LASER;0;0;150;250;1;0.5;0;2;0;2;15;10;25;0.8;0.75;0;0;0;0;0;0;;                                                    
#;;;;;;;;;;;;;;;;;;;;;;;                                                    
# ED invaders;;;;;;;;;;;;;;;;;;;;;;;                                                    
# key;cost;power;min_dmg;max_dmg;hull_dmg;sld_dmg;sld_pnt;amr_dmg;amr_pnt;min_wu;max_wu;cdn;range;accuracy;tracking;msl_spd;msl_evasion;msl_sld;msl_amr;msl_health;msl_rtr;end;                                                    
SMALL_ED_WEAPON;40;-25;20;49;2;0.5;0;1.5;0;2;18;35;10;0.9;0.6;0;0;0;0;0;0;;                                                    
MEDIUM_ED_WEAPON;80;-50;50;123;2;0.5;0;1.5;0;2;18;35;15;0.9;0.3;0;0;0;0;0;0;;                                                    
LARGE_ED_WEAPON;160;-100;120;294;2;0.5;0;1.5;0;2;18;35;20;0.9;0.05;0;0;0;0;0;0;;                                                    
#;;;;;;;;;;;;;;;;;;;;;;;                                                    
# Swarm;;;;;;;;;;;;;;;;;;;;;;;                                                    
# key;cost;power;min_dmg;max_dmg;hull_dmg;sld_dmg;sld_pnt;amr_dmg;amr_pnt;min_wu;max_wu;cdn;range;accuracy;tracking;msl_spd;msl_evasion;msl_sld;msl_amr;msl_health;msl_rtr;end;                                                    
LARGE_SCOURGE_MISSILE_1;65;0;135;175;1.5;1;1;1.5;0;1;19;40;20;1;0.05;400;0.4;0;0;5;120;;# msl armor combined to health & looks too OP                                                    
SMALL_SCOURGE_PROJECTILE_WEAPON;0;0;20;46;1;1.5;0;1;0;1;19;30;10;0.75;0.7;0;0;0;0;0;0;;                                                    
MEDIUM_SCOURGE_PROJECTILE_WEAPON;0;0;50;115;1;1.5;0;1;0;1;19;30;10;0.75;0.25;0;0;0;0;0;0;;                                                    
#;;;;;;;;;;;;;;;;;;;;;;;                                                    
# Planet Killer Weapons;;;;;;;;;;;;;;;;;;;;;;;                                                    
# key;cost;power;min_dmg;max_dmg;hull_dmg;sld_dmg;sld_pnt;amr_dmg;amr_pnt;min_wu;max_wu;cdn;range;accuracy;tracking;msl_spd;msl_evasion;msl_sld;msl_amr;msl_health;msl_rtr;end;                                                    
PLANET_KILLER_CRACKER;0;-7500;0;0;0;0;0;0;0;90;0;30;;1;0;0;0;0;0;0;0;;                                                    
PLANET_KILLER_SHIELDER;0;-7500;0;0;0;0;0;0;0;90;0;30;;1;0;0;0;0;0;0;0;;                                                    
PLANET_KILLER_NEUTRON;0;-7500;0;0;0;0;0;0;0;90;0;30;;1;0;0;0;0;0;0;0;;                                                    
PLANET_KILLER_GODRAY;0;-7500;0;0;0;0;0;0;0;90;0;30;;1;0;0;0;0;0;0;0;;                                                    
PLANET_KILLER_NANOBOTS;0;-7500;0;0;0;0;0;0;0;90;0;30;;1;0;0;0;0;0;0;0;;                                                    
PLANET_KILLER_STAR_CRACKER;0;-7500;0;0;0;0;0;0;0;90;0;30;;1;0;0;0;0;0;0;0;;                                                    
#;;;;;;;;;;;;;;;;;;;;;;;                                                    
# Distant Stars Weapons;;;;;;;;;;;;;;;;;;;;;;;                                                    
# key;cost;power;min_dmg;max_dmg;hull_dmg;sld_dmg;sld_pnt;amr_dmg;amr_pnt;min_wu;max_wu;cdn;range;accuracy;tracking;msl_spd;msl_evasion;msl_sld;msl_amr;msl_health;msl_rtr;end;                                                    
SCAVENGER_SECONDARY_WEAPON;0;0;100;150;1.5;1;1;0.8;0;2;20;10;14;0.8;0.75;350;0;0;0;5;100;;# msl armor combined to health & looks too OP                                                    
SCAVENGER_MAIN_WEAPON;0;0;5000;10000;2;2;0;0.8;0;30;45;180;25;0.85;0;0;0;0;0;0;0;;                                                    
ELDER_SPACE_WHALE_WEAPON;0;0;4948;12123;1;2;0;2;0;30;45;180;25;0.85;0;0;0;0;0;0;0;;                                                    
ELDER_SPACE_WHALE_SPIKE;0;0;250;1000;1;0.25;0;1;1;2;20;16;42;0.8;0.75;0;0;0;0;0;0;;                                                    
GG_ENERGY_MISSILE;0;0;100;150;1;0.75;0;2;0;2;20;10;20;1;0.5;350;1;0;0;5;120;;# msl armor combined to health & looks too OP                                                    
GG_BEAM;0;0;1;9999;1;1;1;1;1;2;20;115;34;1;0.2;0;0;0;0;0;0;;                                                    
GG_BEAM_STATIC;0;0;1;9999;1;1;1;1;1;2;20;115;34;1;0.2;0;0;0;0;0;0;;                                                    
SPORE_LAUNCHER;0;0;350;500;3;1;1;0.8;0;1;19;40;20;1;0.8;300;0;0;0;5;120;;# msl armor combined to health & looks too OP                                                    
#;;;;;;;;;;;;;;;;;;;;;;;                                                    
# Megacorp Weapons;;;;;;;;;;;;;;;;;;;;;;;                                                    
# key;cost;power;min_dmg;max_dmg;hull_dmg;sld_dmg;sld_pnt;amr_dmg;amr_pnt;min_wu;max_wu;cdn;range;accuracy;tracking;msl_spd;msl_evasion;msl_sld;msl_amr;msl_health;msl_rtr;end;                                                    
CARAVANEER_WEAPON_1;22;-12;14;44;1;1;0;1.5;0;1;18;12;6;0.75;0.3;0;0;0;0;0;0;;                                                    
CARAVANEER_WEAPON_2;44;-23;28;88;1;1;0;1.5;0;1;18;25;13;0.75;0.3;0;0;0;0;0;0;;                                                    
CARAVANEER_WEAPON_3;88;-46;56;176;1;1;0;1.5;0;1;18;50;17;0.75;0.3;0;0;0;0;0;0;;                                                    
SMALL_NV_WEAPON;13;-7;6;16;0.25;5;0;0.25;0;0;18;35;10;0.9;0.6;0;0;0;0;0;0;;                                                    
MEDIUM_NV_WEAPON;26;-13;15;40;0.25;5;0;0.25;0;0;18;35;15;0.9;0.3;0;0;0;0;0;0;;                                                    
LARGE_NV_WEAPON;52;-26;36;95;0.25;5;0;0.25;0;0;18;35;20;0.9;0.05;0;0;0;0;0;0;;                                                    
#;;;;;;;;;;;;;;;;;;;;;;;                                                    
# ESC Weapons;;;;;;;;;;;;;;;;;;;;;;;                                                    
# key;cost;power;min_dmg;max_dmg;hull_dmg;sld_dmg;sld_pnt;amr_dmg;amr_pnt;min_wu;max_wu;cdn;range;accuracy;tracking;msl_spd;msl_evasion;msl_sld;msl_amr;msl_health;msl_rtr;end;                                                    
#Nanite Weapons;;;;;;;;;;;;;;;;;;;;;;                                                    
PLANET_KILLER_HARVESTER;0.00;-500.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;90;0.00;180.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;                                                    
GG_ENERGY_MISSILE_NANITE;0.00;-70;100.00;150.00;1.00;0.50;0.00;2.00;0.00;2.00;20.00;10.00;20.00;1.00;0.50;350.00;1.00;0.00;0.00;20.00;120.00;                                                    
GG_BEAM_STATIC_NANITE;0.00;-500;1000;3000.00;1.00;1.00;1.00;1.00;1.00;2.00;20.00;115.00;34.00;1.00;0.20;0.00;0.00;0.00;0.00;0.00;0.00;                                                    
